sigma,kappa,W_max,n1,n2,K_a,K_b,theta,bNina,bNino,beta_out,alpha,muEI,muIR,muRS,tau,rho,S_0,E_0,I_0,R_0,K_0,F_0,W_0,sig_obs,delta
0.0055263671875,3.9e-5,71.73828125,6.60546875,10.7685546875,0.190771484375,0.92177734375,3.69921875,0,0.3486328125,4.7529296875e-4,0.9978515625,15.564778645833332,14.709309895833332,3.36083984375,0.0089189453125,0.0084169921875,0.53857421875,0.006943359375,0.001298828125,0.33837890625,0.0037861328125,0.0020458984375,0.021240234375,0.1535915700835176,0.01666666666666666
0.0077763671875,3.9e-5,56.73828125,5.60546875,9.0185546875,0.078271484375,0.94677734375,0.69921875,0,2.5986328125,7.002929687500001e-4,0.9478515625,33.814778645833336,20.792643229166664,0.73583984375,0.0066689453125,0.0451669921875,0.66357421875,0.004443359375,0.003798828125,0.21337890625,0.0015361328125,0.0087958984375,0.033740234375,0.1440646324423142,0.01666666666666666
0.0032763671875,3.9e-5,26.73828125,7.60546875,12.5185546875,0.15327148437500002,0.99677734375,2.69921875,0,1.0986328125,2.5029296875000003e-4,0.8478515625,21.648111979166668,32.959309895833336,2.48583984375,0.0021689453125,0.0206669921875,0.91357421875,0.009443359375,0.008798828125,0.46337890625,0.0060361328125,0.0042958984375,0.008740234375,0.18241128257941455,0.01666666666666666
0.0044013671875,3.9e-5,79.23828125,4.10546875,8.1435546875,0.134521484375,0.95927734375,3.19921875,0,2.2236328125,5.8779296875e-4,0.9728515625,24.689778645833336,36.0009765625,3.79833984375,0.0077939453125,0.0390419921875,0.97607421875,0.008193359375,0.002548828125,0.27587890625,0.0049111328125,0.0054208984375,0.039990234375,0.15452114029321823,0.01666666666666666
0.0089013671875,3.9e-5,49.23828125,6.10546875,11.6435546875,0.059521484375,0.90927734375,1.19921875,0,0.7236328125,1.3779296875e-4,0.8728515625000001,12.523111979166666,23.834309895833336,2.04833984375,0.0032939453125,0.0145419921875,0.72607421875,0.003193359375,0.007548828125,0.02587890625,0.0094111328125,0.0099208984375,0.014990234375,0.18029384172987195,0.01666666666666666
0.0066513671875,3.9e-5,34.23828125,5.10546875,13.3935546875,0.17202148437500003,0.93427734375,2.19921875,0,2.9736328125,8.1279296875e-4,0.8228515625,30.77311197916667,17.7509765625,2.92333984375,0.0010439453125,0.0267919921875,0.60107421875,0.005693359375,0.005048828125,0.40087890625,0.0071611328125,0.0031708984375,0.027490234375,0.1771785229444504,0.01666666666666666
0.0021513671875,3.9e-5,64.23828125,7.10546875,9.8935546875,0.097021484375,0.98427734375,0.19921875,0,1.4736328125,3.6279296875e-4,0.9228515625,18.6064453125,29.917643229166664,1.17333984375,0.0055439453125,0.0022919921875,0.85107421875,6.93359375e-4,4.8828125e-5,0.15087890625,0.0026611328125,0.0076708984375,0.002490234375,0.0868311592959799,0.01666666666666666
0.0027138671875,3.9e-5,22.98828125,6.35546875,11.2060546875,0.087646484375,0.96552734375,2.44921875,0,2.0361328125,4.1904296875e-4,0.9353515625,17.085611979166668,16.230143229166664,1.82958984375,0.0038564453125,0.0359794921875,0.75732421875,0.008818359375,0.003173828125,0.24462890625,0.0088486328125,0.0082333984375,0.030615234375,0.15491383029147984,0.01666666666666666
0.0072138671875,3.9e-5,52.98828125,4.35546875,14.7060546875,0.162646484375,0.91552734375,0.44921875,0,0.5361328125,8.6904296875e-4,0.8353515625000001,29.252278645833336,28.396809895833336,3.57958984375,0.0083564453125,0.01147949218749999,0.50732421875,0.003818359375,0.008173828125,0.49462890625,0.0043486328125,0.0037333984375,0.005615234375,0.12087795331608506,0.01666666666666666
0.0094638671875,3.9e-5,67.98828125,7.35546875,12.9560546875,0.050146484375,0.94052734375,3.44921875,0,2.7861328125,1.9404296875e-4,0.8853515625,23.1689453125,34.48014322916667,0.95458984375,0.0061064453125,0.0482294921875,0.63232421875,0.006318359375,0.005673828125,0.11962890625,0.0020986328125,0.0059833984375,0.043115234375,0.1737476356327534,0.01666666666666666
0.0049638671875,3.9e-5,37.98828125,5.35546875,9.4560546875,0.12514648437500003,0.99052734375,1.44921875,0,1.2861328125,6.440429687500001e-4,0.9853515625,35.33561197916667,22.3134765625,2.70458984375,0.0016064453125,0.0237294921875,0.88232421875,0.001318359375,6.738281250000001e-4,0.36962890625,0.0065986328125,0.0014833984375,0.018115234375,0.15318522575544197,0.01666666666666666
0.0038388671875,3.9e-5,60.48828125,6.85546875,12.0810546875,0.14389648437500002,0.95302734375,0.94921875,0,1.6611328125,3.0654296875e-4,0.8103515625000001,14.0439453125,19.271809895833332,3.14208984375,0.0094814453125,0.0421044921875,0.94482421875,6.8359375e-5,0.006923828125,0.43212890625,0.0054736328125,0.0026083984375,0.036865234375,0.16751556713134053,0.01666666666666666
0.0083388671875,3.9e-5,30.48828125,4.85546875,8.5810546875,0.06889648437500001,0.90302734375,2.94921875,0,0.1611328125,7.5654296875e-4,0.9103515625,26.210611979166668,31.4384765625,1.39208984375,0.0049814453125,0.0176044921875,0.69482421875,0.005068359375,0.001923828125,0.18212890625,0.0099736328125,0.0071083984375,0.011865234375,0.10617900136858226,0.01666666666666666
0.0060888671875,3.9e-5,45.48828125,7.85546875,10.3310546875,0.181396484375,0.92802734375,1.94921875,0,2.4111328125,5.3154296875e-4,0.9603515625,20.127278645833336,25.355143229166668,2.26708984375,0.0027314453125,0.0298544921875,0.56982421875,0.002568359375,0.004423828125,0.30712890625,0.0077236328125,0.0048583984375,0.049365234375,0.13768941884627567,0.01666666666666666
0.0015888671875,3.9e-5,75.48828125,5.85546875,13.8310546875,0.10639648437500002,0.97802734375,3.94921875,0,0.9111328125,9.8154296875e-4,0.8603515625,32.2939453125,13.1884765625,0.51708984375,0.0072314453125,0.0053544921875,0.81982421875,0.007568359375,0.009423828125,0.05712890625,0.0032236328125,0.0093583984375,0.024365234375,0.13332663583569232,0.01666666666666666
0.0018701171875,3.9e-5,51.11328125,5.23046875,12.7373046875,0.07358398437500001,0.92490234375,2.82421875,0,1.0048828125,5.5966796875e-4,0.9291015625,23.929361979166668,29.1572265625,2.59521484375,0.0052626953125,0.0099482421875,0.89794921875,0.002880859375,0.009736328125,0.41650390625,0.0085673828125,0.0096396484375,0.025927734375,0.11990783145884051,0.01666666666666666
0.0063701171875,3.9e-5,21.11328125,7.23046875,9.2373046875,0.14858398437500003,0.97490234375,0.82421875,0,2.5048828125,1.0966796875e-4,0.8291015625,36.096028645833336,16.990559895833332,0.84521484375,0.0097626953125,0.0344482421875,0.64794921875,0.007880859375,0.004736328125,0.16650390625,0.0040673828125,0.0051396484375,9.27734375e-4,0.1842406348325312,0.01666666666666666
0.0086201171875,3.9e-5,36.11328125,4.23046875,10.9873046875,0.111083984375,0.99990234375,3.82421875,0,0.2548828125,7.8466796875e-4,0.8791015625,17.846028645833332,23.073893229166668,3.47021484375,0.0075126953125,0.0221982421875,0.52294921875,3.80859375e-4,0.002236328125,0.29150390625,0.0018173828125,0.0073896484375,0.038427734375,0.06090623778291047,0.01666666666666666
0.0041201171875,3.9e-5,66.11328125,6.23046875,14.4873046875,0.186083984375,0.94990234375,1.82421875,0,1.7548828125,3.3466796875e-4,0.9791015625,30.0126953125,35.240559895833336,1.72021484375,0.0030126953125,0.0466982421875,0.77294921875,0.005380859375,0.007236328125,0.04150390625,0.0063173828125,0.0028896484375,0.013427734375,0.13115149158984424,0.01666666666666666
0.0052451171875,3.9e-5,28.61328125,5.73046875,10.1123046875,0.16733398437500002,0.91240234375,0.32421875,0,1.3798828125,8.971679687500001e-4,0.8041015625000001,20.8876953125,32.19889322916667,1.28271484375,0.0086376953125,0.0160732421875,0.83544921875,0.006630859375,9.86328125e-4,0.22900390625,0.0051923828125,0.0017646484375,0.032177734375,0.05885141645558178,0.01666666666666666
0.0097451171875,3.9e-5,58.61328125,7.73046875,13.6123046875,0.092333984375,0.96240234375,2.32421875,0,2.8798828125,4.4716796875e-4,0.9041015625,33.05436197916667,20.0322265625,3.03271484375,0.0041376953125,0.0405732421875,0.58544921875,0.001630859375,0.005986328125,0.47900390625,0.0096923828125,0.0062646484375,0.007177734375,0.10765091542853043,0.01666666666666666
0.0074951171875,3.9e-5,73.61328125,4.73046875,11.8623046875,0.12983398437500002,0.98740234375,1.32421875,0,0.6298828125,6.7216796875e-4,0.9541015625,14.804361979166666,13.948893229166666,2.15771484375,0.0018876953125,0.0038232421875,0.71044921875,0.009130859375,0.008486328125,0.10400390625,0.0074423828125,0.0040146484375,0.044677734375,0.06532991654239595,0.01666666666666666
0.0029951171875,3.9e-5,43.61328125,6.73046875,8.3623046875,0.054833984375,0.93740234375,3.32421875,0,2.1298828125,2.2216796875e-4,0.8541015625,26.971028645833336,26.115559895833336,3.90771484375,0.0063876953125,0.0283232421875,0.96044921875,0.004130859375,0.003486328125,0.35400390625,0.0029423828125,0.0085146484375,0.019677734375,0.1020084668067284,0.01666666666666666
0.0024326171875,3.9e-5,69.86328125,7.98046875,9.6748046875,0.064208984375,0.91865234375,1.07421875,0,1.1923828125,2.7841796875e-4,0.8916015625,34.5751953125,12.428059895833332,2.81396484375,0.0035751953125,0.0130107421875,0.92919921875,0.006005859375,3.61328125e-4,0.26025390625,0.0080048828125,0.0068271484375,0.047802734375,0.12488593843299896,0.01666666666666666
0.0069326171875,3.9e-5,39.86328125,5.98046875,13.1748046875,0.139208984375,0.96865234375,3.07421875,0,2.6923828125,7.2841796875e-4,0.9916015625,22.408528645833336,24.5947265625,1.06396484375,0.0080751953125,0.0375107421875,0.67919921875,0.001005859375,0.005361328125,0.01025390625,0.0035048828125,0.0023271484375,0.022802734375,0.06012438216712326,0.01666666666666666
0.0091826171875,3.9e-5,24.86328125,6.98046875,14.9248046875,0.101708984375,0.99365234375,0.07421875,0,0.4423828125,5.0341796875e-4,0.9416015625,28.491861979166664,30.678059895833336,3.68896484375,0.0058251953125,0.0252607421875,0.55419921875,0.008505859375,0.007861328125,0.38525390625,0.0012548828125,0.0090771484375,0.035302734375,0.15072981116827577,0.01666666666666666
0.0046826171875,3.9e-5,54.86328125,4.98046875,11.4248046875,0.17670898437500004,0.94365234375,2.07421875,0,1.9423828125,9.5341796875e-4,0.8416015625000001,16.3251953125,18.511393229166668,1.93896484375,0.0013251953125,0.0497607421875,0.80419921875,0.003505859375,0.002861328125,0.13525390625,0.0057548828125,0.0045771484375,0.010302734375,0.18475660746917133,0.01666666666666666
0.0035576171875,3.9e-5,47.36328125,7.48046875,14.0498046875,0.19545898437500003,0.90615234375,3.57421875,0,0.8173828125,3.9091796875e-4,0.9666015625,31.533528645833336,21.553059895833336,0.62646484375,0.0092001953125,0.0191357421875,0.86669921875,0.004755859375,0.009111328125,0.07275390625,0.0046298828125,0.0034521484375,0.041552734375,0.15944507548119874,0.01666666666666666
0.0080576171875,3.9e-5,77.36328125,5.48046875,10.5498046875,0.120458984375,0.95615234375,1.57421875,0,2.3173828125,8.4091796875e-4,0.8666015625000001,19.366861979166668,33.7197265625,2.37646484375,0.0047001953125,0.0436357421875,0.61669921875,0.009755859375,0.004111328125,0.32275390625,0.0091298828125,0.0079521484375,0.016552734375,0.1577287216554396,0.01666666666666666
0.0058076171875,3.9e-5,62.36328125,6.48046875,8.7998046875,0.157958984375,0.98115234375,2.57421875,0,0.0673828125,1.6591796875e-4,0.8166015625,25.4501953125,27.636393229166668,1.50146484375,0.0024501953125,0.0068857421875,0.74169921875,0.002255859375,0.001611328125,0.19775390625,0.0068798828125,0.0012021484375,0.029052734375,0.0553785526426509,0.01666666666666666
0.0013076171875,3.9e-5,32.36328125,4.48046875,12.2998046875,0.08295898437500002,0.93115234375,0.57421875,0,1.5673828125,6.1591796875e-4,0.9166015625,13.283528645833332,15.4697265625,3.25146484375,0.0069501953125,0.0313857421875,0.99169921875,0.007255859375,0.006611328125,0.44775390625,0.0023798828125,0.0057021484375,0.004052734375,0.19866638046223672,0.01666666666666666
0.0014482421875,3.9e-5,65.17578125,6.79296875,10.2216796875,0.174365234375,0.99521484375,3.01171875,0,0.1142578125,8.8310546875e-4,0.8697265625,36.47623697916667,29.537434895833336,1.55615234375,0.0076533203125,0.0352138671875,0.70263671875,0.002724609375,0.002705078125,0.31494140625,0.0019580078125,0.0086552734375,0.018896484375,0.1992948470055126,0.01666666666666666
0.0059482421875,3.9e-5,35.17578125,4.79296875,13.7216796875,0.099365234375,0.94521484375,1.01171875,0,1.6142578125,4.3310546875e-4,0.9697265625,24.3095703125,17.370768229166668,3.30615234375,0.0031533203125,0.0107138671875,0.95263671875,0.007724609375,0.007705078125,0.06494140625,0.0064580078125,0.0041552734375,0.043896484375,0.17039667511126028,0.01666666666666666
0.0081982421875,3.9e-5,20.17578125,7.79296875,11.9716796875,0.13686523437500003,0.92021484375,2.01171875,0,0.8642578125,6.5810546875e-4,0.9197265625,30.392903645833336,23.4541015625,0.68115234375,0.0054033203125,0.0474638671875,0.82763671875,2.24609375e-4,0.005205078125,0.43994140625,0.0087080078125,0.0064052734375,0.006396484375,0.14876274288399147,0.01666666666666666
0.0036982421875,3.9e-5,50.17578125,5.79296875,8.4716796875,0.06186523437500001,0.97021484375,0.01171875,0,2.3642578125,2.0810546875e-4,0.8197265625000001,18.226236979166668,35.62076822916667,2.43115234375,0.0099033203125,0.0229638671875,0.57763671875,0.005224609375,2.05078125e-4,0.18994140625,0.0042080078125,0.0019052734375,0.031396484375,0.19706894034752623,0.01666666666666666
0.0048232421875,3.9e-5,42.67578125,6.29296875,12.8466796875,0.08061523437500001,0.98271484375,1.51171875,0,0.4892578125,7.7060546875e-4,0.9947265625,33.4345703125,32.5791015625,3.74365234375,0.0020283203125,0.0413388671875,0.51513671875,0.006474609375,0.006455078125,0.00244140625,0.0075830078125,0.0030302734375,0.012646484375,0.15096950998995456,0.01666666666666666
0.0093232421875,3.9e-5,72.67578125,4.29296875,9.3466796875,0.15561523437500002,0.93271484375,3.51171875,0,1.9892578125,3.2060546875e-4,0.8947265625,21.267903645833336,20.412434895833336,1.99365234375,0.0065283203125,0.0168388671875,0.76513671875,0.001474609375,0.001455078125,0.25244140625,0.0030830078125,0.0075302734375,0.037646484375,0.08920076170470567,0.01666666666666666
0.0070732421875,3.9e-5,57.67578125,7.29296875,11.0966796875,0.11811523437500002,0.90771484375,0.51171875,0,1.2392578125,9.9560546875e-4,0.8447265625,27.351236979166668,14.3291015625,2.86865234375,0.0087783203125,0.0290888671875,0.89013671875,0.008974609375,0.003955078125,0.12744140625,0.0053330078125,0.0052802734375,1.4648437500000002e-4,0.07381534921005369,0.01666666666666666
0.0025732421875,3.9e-5,27.67578125,5.29296875,14.5966796875,0.193115234375,0.95771484375,2.51171875,0,2.7392578125,5.4560546875e-4,0.9447265625,15.1845703125,26.495768229166668,1.11865234375,0.0042783203125,0.0045888671875,0.64013671875,0.003974609375,0.008955078125,0.37744140625,0.0098330078125,0.0097802734375,0.025146484375,0.08425824237056077,0.01666666666666666
0.0031357421875,3.9e-5,53.92578125,4.04296875,13.2841796875,0.18374023437500003,0.98896484375,0.76171875,0,0.6767578125,4.8935546875e-4,0.9072265625,22.788736979166668,12.808268229166666,2.21240234375,0.0059658203125,0.0321513671875,0.73388671875,0.005849609375,0.007080078125,0.47119140625,0.0013955078125,0.0058427734375,0.003271484375,0.11160482665291058,0.01666666666666666
0.0076357421875,3.9e-5,23.92578125,6.04296875,9.7841796875,0.108740234375,0.93896484375,2.76171875,0,2.1767578125,9.3935546875e-4,0.8072265625,34.955403645833336,24.974934895833336,3.96240234375,0.0014658203125,0.0076513671875,0.98388671875,8.49609375e-4,0.002080078125,0.22119140625,0.0058955078125,0.0013427734375,0.028271484375,0.15440689058741558,0.01666666666666666
0.0098857421875,3.9e-5,38.92578125,5.04296875,8.0341796875,0.146240234375,0.91396484375,1.76171875,0,1.4267578125,2.6435546875e-4,0.8572265625000001,16.705403645833332,31.05826822916667,1.33740234375,0.0037158203125,0.0444013671875,0.85888671875,0.008349609375,0.004580078125,0.34619140625,0.0081455078125,0.0080927734375,0.015771484375,0.09778506841976196,0.01666666666666666
0.0053857421875,3.9e-5,68.92578125,7.04296875,11.5341796875,0.071240234375,0.96396484375,3.76171875,0,2.9267578125,7.1435546875e-4,0.9572265625,28.8720703125,18.8916015625,3.08740234375,0.0082158203125,0.0199013671875,0.60888671875,0.003349609375,0.009580078125,0.09619140625,0.0036455078125,0.0035927734375,0.040771484375,0.08376414416125044,0.01666666666666666
0.0042607421875,3.9e-5,31.42578125,4.54296875,8.9091796875,0.052490234375,0.97646484375,2.26171875,0,0.3017578125,1.5185546875e-4,0.8322265625,19.7470703125,21.933268229166668,3.52490234375,0.0025908203125,0.0382763671875,0.54638671875,0.004599609375,0.003330078125,0.15869140625,0.0070205078125,0.0047177734375,0.009521484375,0.12127475718734788,0.01666666666666666
0.0087607421875,3.9e-5,61.42578125,6.54296875,12.4091796875,0.127490234375,0.92646484375,0.26171875,0,1.8017578125,6.018554687500001e-4,0.9322265625,31.91373697916667,34.099934895833336,1.77490234375,0.0070908203125,0.0137763671875,0.79638671875,0.009599609375,0.008330078125,0.40869140625,0.0025205078125,0.0092177734375,0.034521484375,0.15597702749073503,0.01666666666666666
0.0065107421875,3.9e-5,76.42578125,5.54296875,14.1591796875,0.089990234375,0.90146484375,3.26171875,0,1.0517578125,3.7685546875e-4,0.9822265625,13.663736979166666,28.0166015625,2.64990234375,0.0093408203125,0.0260263671875,0.92138671875,0.002099609375,0.005830078125,0.03369140625,0.0047705078125,0.0024677734375,0.022021484375,0.07099205876002089,0.01666666666666666
0.0020107421875,3.9e-5,46.42578125,7.54296875,10.6591796875,0.16499023437500002,0.95146484375,1.26171875,0,2.5517578125,8.2685546875e-4,0.8822265625,25.830403645833336,15.849934895833332,0.89990234375,0.0048408203125,0.0015263671875,0.67138671875,0.007099609375,8.30078125e-4,0.28369140625,0.0092705078125,0.0069677734375,0.047021484375,0.11706601284677164,0.01666666666666666
0.0017294921875,3.9e-5,25.80078125,7.41796875,8.6904296875,0.13217773437500002,0.94833984375,0.38671875,0,2.2705078125,7.4248046875e-4,0.9009765625,15.944986979166666,27.256184895833336,2.32177734375,0.0068095703125,0.0122451171875,0.62451171875,0.002412109375,0.001142578125,0.17431640625,0.0011142578125,0.0072490234375,0.001708984375,0.16301111141219737,0.01666666666666666
0.0062294921875,3.9e-5,55.80078125,5.41796875,12.1904296875,0.057177734375,0.99833984375,2.38671875,0,0.7705078125,2.9248046875e-4,0.8009765625,28.111653645833336,15.089518229166666,0.57177734375,0.0023095703125,0.0367451171875,0.87451171875,0.007412109375,0.006142578125,0.42431640625,0.0056142578125,0.0027490234375,0.026708984375,0.05060154317179695,0.01666666666666666
0.0084794921875,3.9e-5,70.80078125,6.41796875,13.9404296875,0.169677734375,0.97333984375,1.38671875,0,1.5205078125,9.6748046875e-4,0.8509765625000001,22.0283203125,21.1728515625,3.19677734375,0.0045595703125,0.0244951171875,0.99951171875,0.004912109375,0.008642578125,0.04931640625,0.0078642578125,0.0094990234375,0.014208984375,0.06773655697470532,0.01666666666666666
0.0039794921875,3.9e-5,40.80078125,4.41796875,10.4404296875,0.09467773437500002,0.92333984375,3.38671875,0,0.0205078125,5.1748046875e-4,0.9509765625,34.19498697916667,33.33951822916667,1.44677734375,0.0090595703125,0.0489951171875,0.74951171875,0.009912109375,0.003642578125,0.29931640625,0.0033642578125,0.0049990234375,0.039208984375,0.16015557490754873,0.01666666666666666
0.0051044921875,3.9e-5,63.30078125,7.91796875,14.8154296875,0.113427734375,0.93583984375,2.88671875,0,2.6455078125,8.549804687500001e-4,0.8259765625000001,12.9033203125,36.381184895833336,1.00927734375,0.0011845703125,0.0183701171875,0.68701171875,0.008662109375,0.009892578125,0.48681640625,0.0067392578125,0.0038740234375,0.007958984375,0.0557840942288749,0.01666666666666666
0.0096044921875,3.9e-5,33.30078125,5.91796875,11.3154296875,0.18842773437500004,0.98583984375,0.88671875,0,1.1455078125,4.0498046875e-4,0.9259765625,25.069986979166668,24.214518229166668,2.75927734375,0.0056845703125,0.0428701171875,0.93701171875,0.003662109375,0.004892578125,0.23681640625,0.0022392578125,0.0083740234375,0.032958984375,0.12858258226187902,0.01666666666666666
0.0073544921875,3.9e-5,48.30078125,6.91796875,9.5654296875,0.075927734375,0.96083984375,3.88671875,0,1.8955078125,6.2998046875e-4,0.9759765625,18.986653645833332,18.131184895833332,1.88427734375,0.0079345703125,0.0061201171875,0.81201171875,0.006162109375,0.002392578125,0.36181640625,0.0044892578125,0.0016240234375,0.020458984375,0.19632318485528233,0.01666666666666666
0.0028544921875,3.9e-5,78.30078125,4.91796875,13.0654296875,0.150927734375,0.91083984375,1.88671875,0,0.3955078125,1.7998046875000002e-4,0.8759765625,31.1533203125,30.2978515625,3.63427734375,0.0034345703125,0.0306201171875,0.56201171875,0.001162109375,0.007392578125,0.11181640625,0.0089892578125,0.0061240234375,0.045458984375,0.15643762358231472,0.01666666666666666
0.0022919921875,3.9e-5,37.05078125,5.66796875,11.7529296875,0.16030273437500003,0.94208984375,3.63671875,0,2.8330078125,1.2373046875e-4,0.8634765625,29.632486979166664,16.6103515625,2.97802734375,0.0062470703125,0.00918261718749999,0.59326171875,0.009287109375,0.009267578125,0.01806640625,0.0016767578125,0.0089365234375,0.023583984375,0.11958480027969928,0.01666666666666666
0.0067919921875,3.9e-5,67.05078125,7.66796875,8.2529296875,0.08530273437500001,0.99208984375,1.63671875,0,1.3330078125,5.7373046875e-4,0.9634765625,17.4658203125,28.777018229166664,1.22802734375,0.0017470703125,0.0336826171875,0.84326171875,0.004287109375,0.004267578125,0.26806640625,0.0061767578125,0.0044365234375,0.048583984375,0.1974205076112412,0.01666666666666666
0.0090419921875,3.9e-5,52.05078125,4.66796875,10.0029296875,0.197802734375,0.96708984375,2.63671875,0,2.0830078125,3.4873046875e-4,0.9134765625,35.7158203125,34.8603515625,3.85302734375,0.0039970703125,0.0214326171875,0.96826171875,0.006787109375,0.001767578125,0.14306640625,0.0084267578125,0.0066865234375,0.011083984375,0.0623905411339365,0.01666666666666666
0.0045419921875,3.9e-5,22.05078125,6.66796875,13.5029296875,0.122802734375,0.91708984375,0.63671875,0,0.5830078125,7.987304687500001e-4,0.8134765625,23.549153645833336,22.693684895833336,2.10302734375,0.0084970703125,0.0459326171875,0.71826171875,0.001787109375,0.006767578125,0.39306640625,0.0039267578125,0.0021865234375,0.036083984375,0.1538757433183491,0.01666666666666666
0.0034169921875,3.9e-5,74.55078125,5.16796875,10.8779296875,0.104052734375,0.92958984375,1.13671875,0,2.4580078125,4.6123046875e-4,0.9884765625,26.5908203125,19.652018229166668,0.79052734375,0.0028720703125,0.0153076171875,0.65576171875,5.37109375e-4,5.17578125e-4,0.33056640625,0.0073017578125,0.0010615234375,0.017333984375,0.1437867060303688,0.01666666666666666
0.0079169921875,3.9e-5,44.55078125,7.16796875,14.3779296875,0.17905273437500002,0.97958984375,3.13671875,0,0.9580078125,9.1123046875e-4,0.8884765625000001,14.424153645833332,31.818684895833336,2.54052734375,0.0073720703125,0.0398076171875,0.90576171875,0.005537109375,0.005517578125,0.08056640625,0.0028017578125,0.0055615234375,0.042333984375,0.15495686238864437,0.01666666666666666
0.0056669921875,3.9e-5,29.55078125,4.16796875,12.6279296875,0.066552734375,0.95458984375,0.13671875,0,1.7080078125,2.3623046875e-4,0.8384765625,32.674153645833336,25.7353515625,1.66552734375,0.0096220703125,0.0030576171875,0.78076171875,0.003037109375,0.008017578125,0.45556640625,0.0050517578125,0.0033115234375,0.004833984375,0.15621095125097784,0.01666666666666666
0.0011669921875,3.9e-5,59.55078125,6.16796875,9.1279296875,0.14155273437500002,0.90458984375,2.13671875,0,0.2080078125,6.8623046875e-4,0.9384765625,20.507486979166664,13.568684895833332,3.41552734375,0.0051220703125,0.0275576171875,0.53076171875,0.008037109375,0.003017578125,0.20556640625,0.0095517578125,0.0078115234375,0.029833984375,0.06805816969135776,0.01666666666666666
0.0012373046875,3.9e-5,30.95703125,7.63671875,13.7763671875,0.152099609375,0.98193359375,3.48046875,0,1.9189453125,3.4169921875e-4,0.9869140625,17.655924479166668,31.62858072916667,3.38818359375,0.0084267578125,0.01415917968749999,0.61279296875,0.008427734375,5.95703125e-4,0.27978515625,0.0066689453125,0.0043662109375,0.036474609375,0.1702046945691109,0.01666666666666666
0.0057373046875,3.9e-5,60.95703125,5.63671875,10.2763671875,0.077099609375,0.93193359375,1.48046875,0,0.4189453125,7.9169921875e-4,0.8869140625,29.822591145833336,19.4619140625,1.63818359375,0.0039267578125,0.0386591796875,0.86279296875,0.003427734375,0.005595703125,0.02978515625,0.0021689453125,0.0088662109375,0.011474609375,0.16634432084392758,0.01666666666666666
0.0079873046875,3.9e-5,75.95703125,6.63671875,8.5263671875,0.18959960937500003,0.90693359375,2.48046875,0,2.6689453125,1.1669921875e-4,0.8369140625,23.7392578125,13.378580729166666,2.51318359375,0.0016767578125,0.0019091796875,0.98779296875,0.005927734375,0.008095703125,0.40478515625,0.0044189453125,0.0021162109375,0.048974609375,0.09009114742511884,0.01666666666666666
0.0034873046875,3.9e-5,45.95703125,4.63671875,12.0263671875,0.114599609375,0.95693359375,0.48046875,0,1.1689453125,5.6669921875e-4,0.9369140625,35.90592447916667,25.545247395833336,0.76318359375,0.0061767578125,0.0264091796875,0.73779296875,9.27734375e-4,0.003095703125,0.15478515625,0.0089189453125,0.0066162109375,0.023974609375,0.1931294926209375,0.01666666666666666
0.0046123046875,3.9e-5,53.45703125,7.13671875,9.4013671875,0.095849609375,0.99443359375,1.98046875,0,1.5439453125,2.2919921875e-4,0.8619140625,14.6142578125,28.5869140625,2.07568359375,0.0050517578125,0.0080341796875,0.67529296875,0.002177734375,0.009345703125,0.09228515625,0.0010439453125,0.0077412109375,0.030224609375,0.19424045175546784,0.01666666666666666
0.0091123046875,3.9e-5,23.45703125,5.13671875,12.9013671875,0.17084960937500002,0.94443359375,3.98046875,0,0.0439453125,6.7919921875e-4,0.9619140625,26.780924479166668,16.420247395833332,3.82568359375,0.0095517578125,0.0325341796875,0.92529296875,0.007177734375,0.004345703125,0.34228515625,0.0055439453125,0.0032412109375,0.005224609375,0.15771559329004958,0.01666666666666666
0.0068623046875,3.9e-5,38.45703125,6.13671875,14.6513671875,0.058349609375,0.91943359375,0.98046875,0,2.2939453125,4.5419921875e-4,0.9119140625,20.697591145833336,22.503580729166668,1.20068359375,0.0073017578125,0.0202841796875,0.80029296875,0.004677734375,0.001845703125,0.21728515625,0.0077939453125,0.0099912109375,0.042724609375,0.10261422806652264,0.01666666666666666
0.0023623046875,3.9e-5,68.45703125,4.13671875,11.1513671875,0.133349609375,0.96943359375,2.98046875,0,0.7939453125,9.0419921875e-4,0.8119140625000001,32.8642578125,34.670247395833336,2.95068359375,0.0028017578125,0.0447841796875,0.55029296875,0.009677734375,0.006845703125,0.46728515625,0.0032939453125,0.0054912109375,0.017724609375,0.18857761726249012,0.01666666666666666
0.0029248046875,3.9e-5,49.70703125,5.38671875,9.8388671875,0.14272460937500003,0.97568359375,0.73046875,0,1.7314453125,9.6044921875e-4,0.8494140625000001,28.3017578125,24.0244140625,3.60693359375,0.0089892578125,0.0172216796875,0.58154296875,3.02734375e-4,0.009970703125,0.43603515625,0.0072314453125,0.0015537109375,0.039599609375,0.07463816149393097,0.01666666666666666
0.0074248046875,3.9e-5,79.70703125,7.38671875,13.3388671875,0.06772460937500001,0.92568359375,2.73046875,0,0.2314453125,5.1044921875e-4,0.9494140625,16.135091145833332,36.19108072916667,1.85693359375,0.0044892578125,0.0417216796875,0.83154296875,0.005302734375,0.004970703125,0.18603515625,0.0027314453125,0.0060537109375,0.014599609375,0.1941659743897617,0.01666666666666666
